Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-08-15,1.2423484325408936,1.2672598376844837,1.2423484325408936,1.2423484325408936,2347500,0.0,0.0
1962-08-16,1.2423492083616923,1.2624390971389705,1.2399383849230143,1.2415456771850586,1275000,0.0,0.0
1962-08-17,1.241546222085956,1.2584215337455336,1.2407426905566616,1.2519928216934204,892500,0.0,0.0
1962-08-20,1.2584203050806708,1.276903006616478,1.2584203050806708,1.2656526565551758,1807500,0.0,0.0
1962-08-21,1.265653490998569,1.2793145572552083,1.2600284272136488,1.262439250946045,1297500,0.0,0.0
1962-08-22,1.2648493896396762,1.322707868641175,1.2648493896396762,1.3146717548370361,3307500,0.0,0.0
1962-08-23,1.3146715258461847,1.3331542280178803,1.309046465576333,1.319493055343628,2925000,0.0,0.0
1962-08-24,1.3194932851742984,1.3211005769077366,1.3098502244997738,1.3146717548370361,1252500,0.0,0.0
1962-08-27,1.314671992366016,1.3235115237252586,1.3098504611576212,1.3114577531814575,915000,0.0,0.0
1962-08-28,1.310654268353318,1.310654268353318,1.264849662780762,1.2648496627807617,2752500,0.0,0.0
1962-08-29,1.2648497658118758,1.272885652097223,1.2479744620898392,1.2568137645721436,2520000,0.0,0.0
1962-08-30,1.2568133303576536,1.268063682224658,1.243955916743186,1.2463667392730713,952500,0.0,0.0
1962-08-31,1.2487779591889845,1.2785106828938135,1.2487779591889845,1.2736891508102417,1230000,0.0,0.0
1962-09-04,1.2736889336745634,1.2905643505673767,1.2407419758184703,1.2455635070800781,1627500,0.0,0.0
1962-09-05,1.2455640868688604,1.2600286873867075,1.2262779528450642,1.2310994863510132,2250000,0.0,0.0
1962-09-06,1.231099264636071,1.2499835145842575,1.224670439498179,1.2471709251403809,1815000,0.0,0.0
1962-09-07,1.2471707213312342,1.2564121344027968,1.2286882400512695,1.2286882400512695,1320000,0.0,0.0
1962-09-10,1.2286887195586744,1.2431534357071339,1.213420356977775,1.2351173162460327,1807500,0.0,0.0
1962-09-11,1.2351162870221728,1.2463666379748064,1.2246696967866355,1.2278839349746704,1545000,0.0,0.0
1962-09-12,1.229491566496223,1.2423489826212168,1.229491566496223,1.2331076860427856,1305000,0.0,0.0
1962-09-13,1.233108312502872,1.242349613776192,1.232304896018449,1.2327065467834473,847500,0.0,0.0
1962-09-14,1.2327056869373607,1.2503847457135229,1.2310986251806326,1.2479740381240845,1095000,0.0,0.0
1962-09-17,1.2503853108744947,1.272082263757963,1.2503853108744947,1.2696714401245117,1462500,0.0,0.0
1962-09-18,1.2696711865547552,1.2853411921794908,1.2584208317846886,1.2600281238555908,2280000,0.0,0.0
1962-09-19,1.2600282737002928,1.2648498056232598,1.2415456771850588,1.2415456771850586,1470000,0.0,0.0
1962-09-20,1.2415458970021493,1.2519924938742983,1.2286884762644834,1.2302955389022827,885000,0.0,0.0
1962-09-21,1.2294925877572327,1.2294925877572327,1.2069922058032299,1.2110099792480469,2137500,0.0,0.0
1962-09-24,1.19734768802515,1.19734768802515,1.1627931078798184,1.1635968685150146,2625000,0.0,0.0
1962-09-25,1.1635975551837376,1.186901569366455,1.153954491048601,1.186901569366455,2445000,0.0,0.0
1962-09-26,1.1869011923138701,1.1885083691591614,1.1427037715911865,1.1427037715911865,2055000,0.0,0.0
1962-09-27,1.1427042289991032,1.1563654100839835,1.1202038591128116,1.1250253915786743,2880000,0.0,0.0
1962-09-28,1.125828815449855,1.1459184746640079,1.125828815449855,1.1362754106521606,1417500,0.0,0.0
1962-10-01,1.1362753754114505,1.1362753754114505,1.0936852348238886,1.0940868854522705,1852500,0.0,0.0
1962-10-02,1.1033280026849714,1.1290427174027164,1.1033280026849714,1.1262303590774536,2835000,0.0,0.0
1962-10-03,1.1262303175370323,1.1443110277447417,1.1153818454306659,1.1202033758163452,1800000,0.0,0.0
1962-10-04,1.1202042959951346,1.1507405652337481,1.115382761648862,1.1499370336532593,1305000,0.0,0.0
1962-10-05,1.1499363267142753,1.1631955092766506,1.1419005560316997,1.1579720973968506,1740000,0.0,0.0
1962-10-08,1.157971864650778,1.161989979093198,1.153954095071416,1.156364917755127,637500,0.0,0.0
1962-10-09,1.160383071999029,1.1812764923361394,1.160383071999029,1.1772584915161133,1185000,0.0,0.0
1962-10-10,1.177257755716874,1.1949368103301135,1.1483284667752305,1.1543554067611694,1815000,0.0,0.0
1962-10-11,1.1543554213271112,1.1684183581079646,1.141900005762128,1.144310712814331,1365000,0.0,0.0
1962-10-12,1.144311008655062,1.1467218312848597,1.131453479553391,1.1419003009796143,1042500,0.0,0.0
1962-10-15,1.1475261754134054,1.1796696186065674,1.1475261754134054,1.1796696186065674,930000,0.0,0.0
1962-10-16,1.1796679982443392,1.1844895253437502,1.1491317749023438,1.1491317749023438,1260000,0.0,0.0
1962-10-17,1.1491322776497221,1.173239923693914,1.1427034570836136,1.161989688873291,1380000,0.0,0.0
1962-10-18,1.1619904648623,1.170026237289077,1.1414989233016968,1.1414989233016968,982500,0.0,0.0
1962-10-19,1.1414985275563192,1.1443111159032373,1.1185961702441656,1.1189980506896973,2370000,0.0,0.0
1962-10-22,1.1085519418684349,1.1085519418684349,1.0888641556299008,1.102524995803833,2745000,0.0,0.0
1962-10-23,1.1025247067952064,1.1025247067952064,1.060738205909729,1.060738205909729,2520000,0.0,0.0
1962-10-24,1.0607380113212677,1.092881441116333,1.035023060567325,1.092881441116333,3690000,0.0,0.0
1962-10-25,1.0928811943965315,1.0944884862255388,1.0671665943108548,1.088059663772583,2677500,0.0,0.0
1962-10-26,1.0832382192795047,1.0832382192795047,1.058327033218868,1.0655593872070312,1552500,0.0,0.0
1962-10-29,1.0864529833052068,1.1081498189578634,1.0864529833052068,1.1073460578918457,3525000,0.0,0.0
1962-10-30,1.1073462729680934,1.1314540516380203,1.0964979105119161,1.130650520324707,2647500,0.0,0.0
1962-10-31,1.1282393679474738,1.1282393679474738,1.106542534398544,1.1121675968170166,1177500,0.0,0.0
1962-11-01,1.1121673922892925,1.131453514099121,1.0993099777494069,1.131453514099121,1995000,0.0,0.0
1962-11-02,1.131454422152472,1.1889111831826855,1.1153827560335876,1.148329734802246,3135000,0.0,0.0
1962-11-05,1.154999840182522,1.1710750943104247,1.154999840182522,1.1622337102890015,1732500,0.001,0.0
1962-11-07,1.1622344164711609,1.1783095653879772,1.144551752662663,1.1614307165145874,1747500,0.0,0.0
1962-11-08,1.1614303222215654,1.173486622326927,1.1421401500701904,1.1421401500701904,1275000,0.0,0.0
1962-11-09,1.1477667824460263,1.1622344164711609,1.1477667824460263,1.1614307165145874,1102500,0.0,0.0
1962-11-12,1.175094021824135,1.202421995665258,1.175094021824135,1.2008143663406372,2175000,0.0,0.0
1962-11-13,1.2008151416537498,1.2072453181684268,1.1791136264801025,1.1791136264801025,2115000,0.0,0.0
1962-11-14,1.1807203015107735,1.2072443413756506,1.1807203015107735,1.2040290832519531,1845000,0.0,0.0
1962-11-15,1.204028998516187,1.2197022884706468,1.197599172592163,1.197599172592163,2085000,0.0,0.0
1962-11-16,1.1975995650718627,1.21688973903656,1.1863468486139497,1.21688973903656,1500000,0.0,0.0
1962-11-19,1.2168900399773757,1.2168900399773757,1.1959922313690186,1.1959922313690186,937500,0.0,0.0
1962-11-20,1.2024217681191673,1.2164874297521098,1.2024217681191673,1.210057258605957,1125000,0.0,0.0
1962-11-21,1.2100569476380123,1.220907693377097,1.2040287427853604,1.2128702402114868,1597500,0.0,0.0
1962-11-23,1.2128713118814163,1.247432827949524,1.2064411367061485,1.247432827949524,2767500,0.0,0.0
1962-11-26,1.2474329780838582,1.2691343763703857,1.242610432355901,1.2498441934585571,2145000,0.0,0.0
1962-11-27,1.249844688559,1.272350140828328,1.242610924590836,1.2691348791122437,1732500,0.0,0.0
1962-11-28,1.2715458593507765,1.2892286441210254,1.2715458593507765,1.2779760360717773,2662500,0.0,0.0
1962-11-29,1.2779754785628168,1.289228081703186,1.2755641489720475,1.289228081703186,1755000,0.0,0.0
1962-11-30,1.2892270044054246,1.2916383319812519,1.2771707114615702,1.2811893224716187,1305000,0.0,0.0
1962-12-03,1.2683307953022114,1.2683307953022114,1.2546667432278145,1.25868558883667,1290000,0.0,0.0
1962-12-04,1.2619001851669769,1.2888260850487339,1.2619001851669769,1.2868168354034424,1762500,0.0,0.0
1962-12-05,1.2868166477664391,1.3053028915927585,1.281994104385376,1.281994104385376,2145000,0.0,0.0
1962-12-06,1.2819932516347974,1.2980682705671274,1.2795819240589703,1.2811893224716187,1387500,0.0,0.0
1962-12-07,1.2811909519644176,1.2948548906563628,1.2779760360717773,1.2779760360717773,1117500,0.0,0.0
1962-12-10,1.277974925898763,1.28842359468562,1.2506471872329712,1.2506471872329712,1477500,0.0,0.0
1962-12-11,1.2506480746378696,1.2619005659178189,1.2418066836597674,1.2458255290985107,1132500,0.0,0.0
1962-12-12,1.2522544487403593,1.2683297023446962,1.2522544487403593,1.2659183740615845,772500,0.0,0.0
1962-12-13,1.2659193085043727,1.2723494836796405,1.2458254278788894,1.247432827949524,1125000,0.0,0.0
1962-12-14,1.247432894354041,1.25627428508446,1.2393953186802746,1.2522554397583008,997500,0.0,0.0
1962-12-17,1.2522548764083508,1.260292563444767,1.2345722178809349,1.2377872467041016,907500,0.0,0.0
1962-12-18,1.237787602478834,1.2482366216252152,1.2265351133419717,1.228946328163147,877500,0.0,0.0
1962-12-19,1.2289459428007183,1.2618999298873927,1.2289459428007183,1.2606942653656006,967500,0.0,0.0
1962-12-20,1.2606942653656006,1.2763675592134078,1.2606942653656006,1.2606942653656006,1275000,0.0,0.0
1962-12-21,1.2606937054274676,1.2651145117033666,1.2385904788970947,1.2385904788970947,900000,0.0,0.0
1962-12-24,1.2470311206979787,1.266723036766052,1.2470311206979787,1.2667230367660522,682500,0.0,0.0
1962-12-26,1.2667220735036477,1.2763671566791734,1.2610958324738215,1.2659183740615845,727500,0.0,0.0
1962-12-27,1.265919202669093,1.2723493773067758,1.2522552684041388,1.2570778131484985,787500,0.0,0.0
1962-12-28,1.257077048680627,1.2635071044294557,1.2554696497218865,1.2618995904922485,585000,0.0,0.0
1962-12-31,1.2618992331355887,1.2691329863152643,1.252254152243732,1.253861665725708,1050000,0.0,0.0
1963-01-02,1.2538626230510783,1.2538626230510783,1.2353761464046926,1.2369837760925293,2392500,0.0,0.0
1963-01-03,1.2393951604758742,1.2747606039047241,1.2393951604758742,1.2747606039047241,1125000,0.0,0.0
1963-01-04,1.2763668298721313,1.2884231232653574,1.2763668298721313,1.2763668298721313,1537500,0.0,0.0
1963-01-07,1.2763671566791734,1.2884234531593501,1.2635070457784725,1.2659183740615845,885000,0.0,0.0
1963-01-08,1.2763681942889749,1.2972660064697263,1.2763681942889749,1.2972660064697266,1807500,0.0,0.0
1963-01-09,1.2972661345344045,1.310126142180574,1.290032258068708,1.2980698347091675,1912500,0.0,0.0
1963-01-10,1.3012837969518694,1.3149474923469895,1.3012837969518694,1.3069100379943848,1552500,0.0,0.0
