Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1962-01-02,1.858592835016254,1.858592835016254,1.8377099037170408,1.837709903717041,390000,0.0,0.0
1962-01-03,1.8377104186556839,1.8537741899490356,1.8377104186556839,1.8537741899490356,292500,0.0,0.0
1962-01-04,1.8537721681497956,1.8537721681497956,1.83449552574409,1.835298776626587,262500,0.0,0.0
1962-01-05,1.8328894829273288,1.8328894829273288,1.7959423505681311,1.799155354499817,367500,0.0,0.0
1962-01-08,1.79754974387036,1.79754974387036,1.750964495799186,1.765421986579895,547500,0.0,0.0
1962-01-09,1.7734524238593474,1.8087930418446942,1.7734524238593474,1.7863034009933472,495000,0.0,0.0
1962-01-10,1.7895189523696902,1.7975507814304164,1.7895189523696902,1.78951895236969,300000,0.0,0.0
1962-01-11,1.794335707444274,1.8087931871414185,1.794335707444274,1.8087931871414185,322500,0.0,0.0
1962-01-12,1.8120075464248655,1.824858536654268,1.8120075464248655,1.8120075464248657,442500,0.0,0.0
1962-01-15,1.8184319230106074,1.8240542200636702,1.8184319230106074,1.820038080215454,255000,0.0,0.0
1962-01-16,1.818431948305727,1.818431948305727,1.8007614612579346,1.8007614612579346,255000,0.0,0.0
1962-01-17,1.792730764993717,1.792730764993717,1.7670284416151412,1.7718476057052612,420000,0.0,0.0
1962-01-18,1.7766662836074827,1.7943367768982312,1.7766662836074827,1.776666283607483,375000,0.0,0.0
1962-01-19,1.776665292726777,1.7814844528103857,1.7573886523923428,1.7782717943191528,405000,0.0,0.0
1962-01-22,1.7782725940554391,1.7959427407442305,1.7734534318045256,1.7750598192214966,277500,0.0,0.0
1962-01-23,1.7742563106932294,1.776665834020219,1.7541765283427773,1.7573891878128052,375000,0.0,0.0
1962-01-24,1.7573898856165215,1.767028212547302,1.7485549249435197,1.7670282125473022,412500,0.0,0.0
1962-01-25,1.767027645215831,1.7814851309702031,1.7445382229312525,1.747750997543335,322500,0.0,0.0
1962-01-26,1.747751716191797,1.7541773829559804,1.7381133883924178,1.7389167547225952,247500,0.0,0.0
1962-01-29,1.738916821441225,1.750964674203735,1.7091983556747437,1.7091983556747437,585000,0.0,0.0
1962-01-30,1.7091979778576423,1.718836418794188,1.6875118017196655,1.6875118017196655,742500,0.0,0.0
1962-01-31,1.7043783611842138,1.7413254976272583,1.7043783611842138,1.7413254976272583,765000,0.0,0.0
1962-02-01,1.758996833306286,1.7863053182870854,1.758996833306286,1.7814861536026,645000,0.0,0.0
1962-02-02,1.781486806109346,1.7927316427230833,1.7734549769246617,1.7927316427230835,510000,0.0,0.0
1962-02-05,1.7927311749288337,1.7927311749288337,1.7606034069815324,1.7702417373657227,315000,0.0,0.0
1962-02-06,1.7704820361388858,1.7736952490471172,1.764055610322423,1.7720885276794434,262500,0.001,0.0
1962-02-07,1.7736955881118777,1.7833352286793134,1.7736955881118777,1.7736955881118774,255000,0.0,0.0
1962-02-08,1.7736958031696946,1.7833354449059216,1.7736958031696946,1.7753024101257324,22500,0.0,0.0
1962-02-09,1.7753012777634107,1.788154125213623,1.7672681331935072,1.788154125213623,435000,0.0,0.0
1962-02-12,1.7881544644964023,1.8026139206214151,1.7865477433467472,1.7897611856460571,285000,0.0,0.0
1962-02-13,1.789760262669699,1.7913666382503215,1.7608412504196167,1.7608412504196167,262500,0.0,0.0
1962-02-14,1.7608420063837182,1.7672683158595315,1.7544155819943725,1.7576286792755127,210000,0.0,0.0
1962-02-15,1.757629372159308,1.757629372159308,1.7495964534194615,1.7512030601501465,232500,0.0,0.0
1962-02-16,1.7512037992193374,1.7576301139406283,1.7495971918106081,1.749597191810608,225000,0.0,0.0
1962-02-19,1.7495949274916285,1.7576278392254856,1.7287089432950813,1.7319222688674927,285000,0.0,0.0
1962-02-20,1.7327272891998293,1.7415636850212441,1.7327272891998293,1.732727289199829,292500,0.0,0.0
1962-02-21,1.7327269972378565,1.7447764900661242,1.7198741436004636,1.7198741436004639,367500,0.0,0.0
1962-02-23,1.7222837902635135,1.7287101009714523,1.7222837902635135,1.7254968881607056,292500,0.0,0.0
1962-02-26,1.7254973387069747,1.727104060445435,1.715857697757719,1.7190709114074707,300000,0.0,0.0
1962-02-27,1.7190709883095179,1.7335304503802407,1.7094312320154463,1.7222843170166016,352500,0.0,0.0
1962-02-28,1.7222837902635135,1.7254968881607056,1.7126441518312736,1.7254968881607056,270000,0.0,0.0
1962-03-01,1.7319227842130016,1.7463822364807131,1.7319227842130016,1.746382236480713,285000,0.0,0.0
1962-03-02,1.7608412504196167,1.7704808828651497,1.7608412504196167,1.7608412504196167,247500,0.0,0.0
1962-03-05,1.760842893385854,1.760842893385854,1.7479899232191105,1.7544164657592773,360000,0.0,0.0
1962-03-06,1.7544148941663313,1.7624478065901334,1.7512016832314155,1.756021499633789,187500,0.0,0.0
1962-03-07,1.756022252985924,1.7616453170776367,1.751202434515797,1.7616453170776367,127500,0.0,0.0
1962-03-08,1.7616445493166975,1.7656611204147339,1.7512016713060787,1.7656611204147339,187500,0.0,0.0
1962-03-09,1.7672676916119199,1.7769073247909546,1.7672676916119199,1.7769073247909546,292500,0.0,0.0
1962-03-12,1.7769089021681763,1.78172872303629,1.7704825892576188,1.7753024101257324,285000,0.0,0.0
1962-03-13,1.775302194873117,1.775302194873117,1.7672690461533405,1.7736955881118774,127500,0.0,0.0
1962-03-14,1.7736939625689292,1.7785137784354152,1.76726742650014,1.770480751991272,202500,0.0,0.0
1962-03-15,1.7704823436921766,1.780121984091388,1.7672690153121948,1.7672690153121948,247500,0.0,0.0
1962-03-16,1.767269260431949,1.7753024101257322,1.767269260431949,1.7753024101257324,165000,0.0,0.0
1962-03-19,1.7785140056966728,1.7865469182537994,1.7785140056966728,1.780120611190796,375000,0.0,0.0
1962-03-20,1.7769068405238817,1.7769068405238817,1.7688739299774172,1.768873929977417,165000,0.0,0.0
1962-03-21,1.7688741467024434,1.7736939625689292,1.7640543308359575,1.770480751991272,262500,0.0,0.0
1962-03-22,1.7640559139956251,1.7640559139956251,1.7512030601501463,1.7512030601501465,240000,0.0,0.0
1962-03-23,1.7528088609835035,1.7608420063837182,1.7528088609835035,1.7576286792755127,187500,0.0,0.0
1962-03-26,1.7576297660546913,1.7640563093312354,1.7544166667868246,1.7568265199661255,135000,0.0,0.0
1962-03-27,1.7528103111264342,1.7528103111264342,1.7222848849361412,1.7238913774490356,352500,0.0,0.0
1962-03-28,1.7254970119524862,1.7383498641175708,1.7254970119524862,1.733530044555664,330000,0.0,0.0
1962-03-29,1.7335287985652692,1.7415619403081124,1.7287089824676514,1.7287089824676514,232500,0.0,0.0
1962-03-30,1.7254969612679742,1.7254969612679742,1.7038078313332687,1.7118407487869263,442500,0.0,0.0
1962-04-02,1.711037845688717,1.711037845688717,1.6885454654693604,1.6885454654693604,375000,0.0,0.0
1962-04-03,1.6869386201690406,1.6869386201690406,1.6291007797789032,1.646773338317871,915000,0.0,0.0
1962-04-04,1.6467742786333088,1.661233746987264,1.6395444869995115,1.6395444869995117,652500,0.0,0.0
1962-04-05,1.6483800341323493,1.6740858554840088,1.6483800341323493,1.6740858554840088,915000,0.0,0.0
1962-04-06,1.6740857549396078,1.686938492473153,1.6612326726653668,1.6724790334701538,435000,0.0,0.0
1962-04-09,1.6724791339180562,1.6821187738323389,1.6612327724378209,1.6740858554840088,22500,0.0,0.0
1962-04-10,1.674084923775613,1.6805111169815063,1.6644452892262482,1.6805111169815063,262500,0.0,0.0
1962-04-11,1.6805120399584026,1.6933651229104552,1.6580196619033813,1.6580196619033813,532500,0.0,0.0
1962-04-12,1.6580196771459883,1.6612327755431835,1.6403470039367678,1.6403470039367676,405000,0.0,0.0
1962-04-13,1.6403467847601971,1.6644459962844849,1.6387401783194817,1.6644459962844849,630000,0.0,0.0
1962-04-16,1.6644454182297368,1.675691429581939,1.6451660327232431,1.6628386974334717,510000,0.0,0.0
1962-04-17,1.6628390568014462,1.67087197303772,1.6548060256516304,1.6708719730377197,300000,0.0,0.0
1962-04-18,1.6708717838203966,1.6853312382526087,1.6660519656763257,1.6676586866378784,427500,0.0,0.0
1962-04-19,1.6676586866378782,1.6740852257435015,1.6612321475322551,1.6676586866378784,390000,0.0,0.0
1962-04-23,1.6676579888668543,1.669264709156133,1.6596249619878654,1.6660512685775757,315000,0.0,0.0
1962-04-24,1.6660523728980863,1.6764954871330717,1.6628392749302126,1.6644459962844849,457500,0.0,0.0
1962-04-25,1.6644462415975612,1.6708724384804285,1.6467733383178713,1.646773338317871,465000,0.0,0.0
1962-04-26,1.6451663619777663,1.6451663619777663,1.6050010919570923,1.6050010919570923,930000,0.0,0.0
1962-04-27,1.6050012482572422,1.6226739182254022,1.5423436001883113,1.56001615524292,1635000,0.0,0.0
1962-04-30,1.5600160271391996,1.5744754831985097,1.4459469848935296,1.4587997198104858,2347500,0.0,0.0
1962-05-01,1.4587983138605825,1.4925371270626366,1.381681289200873,1.4845041036605835,5317500,0.0,0.0
1962-05-02,1.5102114731240786,1.5551963363157844,1.5102114731240786,1.5182445049285889,2557500,0.0,0.0
1962-05-03,1.5182440678696607,1.5551958886194868,1.5069977116672986,1.5495728254318237,1365000,0.0,0.0
1962-05-04,1.5495714786857406,1.5616210699081419,1.534308793372573,1.561621069908142,780000,0.0,0.0
1962-05-07,1.5616214098628967,1.5736710037084156,1.5270794630050661,1.527079463005066,832500,0.0,0.0
1962-05-08,1.5253140213674916,1.5253140213674916,1.476706624031067,1.476706624031067,1035000,0.001,0.0
1962-05-09,1.4767063164892809,1.4903644585532767,1.446175851584581,1.4493894577026367,1605000,0.0,0.0
1962-05-10,1.449389427280246,1.4775096582732334,1.4429622151790402,1.4558169841766357,1912500,0.0,0.0
1962-05-11,1.45581705133718,1.4783130992512963,1.4268935611618878,1.4333211183547974,1897500,0.0,0.0
1962-05-14,1.4333210559387624,1.4606375694274902,1.4084144309319666,1.4606375694274902,2730000,0.0,0.0
1962-05-15,1.4606375274629777,1.48795415509862,1.4526033401489258,1.4526033401489258,1687500,0.0,0.0
1962-05-16,1.4526036589698044,1.4767065709972995,1.4526036589698044,1.4686720371246338,885000,0.0,0.0
1962-05-17,1.4686708574983063,1.4686708574983063,1.4365337822056738,1.44296133518219,975000,0.0,0.0
1962-05-18,1.4429619743241455,1.4509961605072024,1.4317138378317644,1.4509961605072021,735000,0.0,0.0
1962-05-21,1.4509962755165873,1.4509962755165873,1.4333209265948217,1.4461756944656372,397500,0.0,0.0
1962-05-22,1.44456916851627,1.44456916851627,1.3979703187942505,1.3979703187942505,1005000,0.0,0.0
1962-05-23,1.397969800603373,1.4076109621304271,1.3344987630844116,1.3344987630844116,2895000,0.0,0.0
1962-05-24,1.3344987692000527,1.3690462073644623,1.279062032699585,1.279062032699585,4155000,0.0,0.0
1962-05-25,1.2790616330481588,1.3079852236562104,1.24692432292051,1.2806683778762817,4305000,0.0,0.0
1962-05-28,1.2758476297189378,1.2758476297189378,1.1408713128303554,1.1601536273956299,4320000,0.0,0.0
1962-05-29,1.1746159569646992,1.2437110673422551,1.1746159569646992,1.2308562994003296,3862500,0.0,0.0
1962-05-31,1.253351856676005,1.2854890543005988,1.253351856676005,1.2613861560821533,4132500,0.0,0.0
1962-06-01,1.2565659111670002,1.2565659111670002,1.2300526585981728,1.2372835874557495,2415000,0.0,0.0
1962-06-04,1.2212154846253613,1.2212154846253613,1.1569409370422363,1.1569409370422363,1815000,0.0,0.0
1962-06-05,1.1569405605619874,1.2019327637087787,1.1344445164544485,1.1701971292495728,3165000,0.0,0.0
1962-06-06,1.1701973180828253,1.2083601700104767,1.1633681894668146,1.1746160984039307,2880000,0.0,0.0
1962-06-07,1.1826495746664818,1.20193188407548,1.1826495746664818,1.1890767812728882,1230000,0.0,0.0
1962-06-08,1.1898808872940472,1.2083596025749646,1.1898808872940472,1.1930944919586182,1170000,0.0,0.0
1962-06-11,1.1930942187026328,1.1955045653136145,1.1521193607008167,1.1537262201309204,1192500,0.0,0.0
1962-06-12,1.140871281099298,1.140871281099298,1.0769984722137451,1.0769984722137451,3330000,0.0,0.0
1962-06-13,1.076998092518458,1.1023061494920563,1.0356216760489225,1.0368268489837646,4387500,0.0,0.0
1962-06-14,1.0368270671180202,1.0661521052035734,0.9641164838401286,0.9833987951278687,6682500,0.0,0.0
1962-06-15,0.9833993290018046,1.0749904722737795,0.965723982323982,1.0717768669128418,6330000,0.0,0.0
1962-06-18,1.0717765511707562,1.0918622396167292,1.0203568117731894,1.059725046157837,4770000,0.0,0.0
1962-06-19,1.059724582076456,1.0798102617263794,1.0476730823412066,1.0798102617263794,2107500,0.0,0.0
1962-06-20,1.0798119621040996,1.1015046498143326,1.0541020631790161,1.0541020631790161,3060000,0.0,0.0
1962-06-21,1.0412466907732618,1.0412466907732618,1.0131264582108699,1.0147334337234497,3712500,0.0,0.0
1962-06-22,1.0147328771161985,1.0332118211256056,0.9978607928062322,1.0283912420272827,3375000,0.0,0.0
1962-06-25,1.0283923962890502,1.0798119643841924,1.0139306427622914,1.0685638189315796,3795000,0.0,0.0
1962-06-26,1.0685626195816362,1.0894519106060405,1.0283912420272827,1.0283912420272827,3232500,0.0,0.0
1962-06-27,1.0299983058291489,1.0701699256896973,1.0299983058291489,1.0701699256896973,2962500,0.0,0.0
1962-06-28,1.0774006216768242,1.11998258465762,1.0774006216768242,1.1055208444595337,4087500,0.0,0.0
1962-06-29,1.105520962329614,1.1167688687512325,1.0870420126404403,1.090255618095398,2827500,0.0,0.0
1962-07-02,1.090255290859515,1.1248029470443726,1.0878449438271194,1.1248029470443726,1395000,0.0,0.0
1962-07-03,1.1248029531360015,1.1368544584999019,1.1183753993253613,1.129623532295227,2587500,0.0,0.0
1962-07-05,1.1296235261774912,1.1344441053106096,1.1207857403009376,1.1248029470443726,2017500,0.0,0.0
1962-07-06,1.1119485673085312,1.1119485673085312,1.099093682534856,1.1087348461151123,1627500,0.0,0.0
1962-07-09,1.1087344491743356,1.1264099094101037,1.0958796839345626,1.1256065368652344,1890000,0.0,0.0
1962-07-10,1.1448892766555654,1.1625646284365934,1.1448892766555654,1.1529234647750854,3052500,0.0,0.0
1962-07-11,1.1529231729052307,1.2035393267802135,1.1481025922948376,1.203137755393982,3315000,0.0,0.0
1962-07-12,1.2059484342751552,1.2525475621134528,1.2059484342751552,1.217999815940857,3300000,0.0,0.0
1962-07-13,1.2180020661962696,1.2260366036575645,1.1971130963058747,1.2091645002365112,2107500,0.0,0.0
1962-07-16,1.2091631915505836,1.229248881340027,1.1971118006632533,1.2292488813400269,1657500,0.0,0.0
1962-07-17,1.229248922246959,1.2356764765142225,1.1890773114678872,1.189479112625122,1710000,0.0,0.0
1962-07-18,1.1894787000060298,1.1955044510257817,1.16336726549596,1.1738117933273315,2437500,0.0,0.0
1962-07-19,1.1802400138319098,1.2083598946996428,1.1802400138319098,1.1810433864593506,2197500,0.0,0.0
1962-07-20,1.184257123929366,1.2019328178158475,1.184257123929366,1.1955052614212036,682500,0.0,0.0
1962-07-23,1.1955043484290437,1.2115730547465988,1.19389737435882,1.1987179517745972,840000,0.0,0.0
1962-07-24,1.1922913605241254,1.1922913605241254,1.1673847436904907,1.1673847436904907,892500,0.0,0.0
1962-07-25,1.1673849024757919,1.1842569919008206,1.1529231607964987,1.1810433864593506,1882500,0.0,0.0
1962-07-26,1.1866675487194924,1.1987189447763247,1.1866675487194924,1.1874711513519287,952500,0.0,0.0
1962-07-27,1.1874711935456614,1.2079585790634155,1.186667590884671,1.2079585790634155,952500,0.0,0.0
1962-07-30,1.2155895170281181,1.2449147701263428,1.2155895170281181,1.2449147701263428,2850000,0.0,0.0
1962-07-31,1.2449149754043705,1.2645990809868786,1.2437098026275635,1.2437098026275635,2775000,0.0,0.0
1962-08-01,1.2404983573334096,1.2404983573334096,1.2091645002365112,1.2091645002365112,1222500,0.0,0.0
1962-08-02,1.2099657405374902,1.2396925687789917,1.2099657405374902,1.2396925687789917,1492500,0.0,0.0
1962-08-03,1.2396938204537982,1.2453180039338192,1.227642310668409,1.2372835874557495,952500,0.0,0.0
1962-08-06,1.237283375893496,1.242103955997041,1.219607915513831,1.2212148904800415,6607500,0.0,0.0
1962-08-07,1.220250544874955,1.220250544874955,1.199759006500244,1.1997590065002441,922500,0.001,0.0
1962-08-08,1.1997584638721686,1.2310984630889297,1.190918935647938,1.2270804643630981,1582500,0.0,0.0
1962-08-09,1.226277079191567,1.226277079191567,1.2057855476517414,1.2102051973342896,1290000,0.0,0.0
1962-08-10,1.210206090884224,1.2206526896071548,1.205786437938446,1.2077953815460205,982500,0.0,0.0
1962-08-13,1.208599163595818,1.2206530587958457,1.208599163595818,1.217438817024231,1020000,0.0,0.0
1962-08-14,1.2174374921464688,1.2407416105270384,1.215428550117519,1.2407416105270386,1897500,0.0,0.0
