,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,TSLA210625C00050000,2021-06-24 13:50:06,50.0,630.74,628.1,631.65,31.839966,5.3164077,8,6,16.56250482421875,True,REGULAR,USD
1,TSLA210625C00100000,2021-06-22 15:29:47,100.0,585.25,573.3,583.15,60.349976,11.497423,1,7,20.09570684509277,True,REGULAR,USD
2,TSLA210625C00150000,2021-06-24 16:53:10,150.0,532.0,523.3,533.15,30.75,6.1346636,4,7,15.830078231201172,True,REGULAR,USD
3,TSLA210625C00200000,2021-06-24 18:22:17,200.0,486.3,473.3,483.15,34.75,7.695715,1,18,12.91992380004883,True,REGULAR,USD
4,TSLA210625C00250000,2021-06-24 15:14:10,250.0,435.35,428.1,431.65,32.5,8.067518,1027,41,6.4062519921875,True,REGULAR,USD
5,TSLA210625C00300000,2021-06-24 14:56:03,300.0,386.55,377.5,382.35,61.69998,18.993376,1,16,5.609377988281249,True,REGULAR,USD
6,TSLA210625C00310000,2021-06-24 18:52:28,310.0,375.75,363.3,373.15,33.700012,9.852365,3,11,8.602543685913087,True,REGULAR,USD
7,TSLA210625C00320000,2021-06-24 17:37:00,320.0,366.15,354.0,363.15,34.100006,10.26954,3,23,8.292485285949706,True,REGULAR,USD
8,TSLA210625C00330000,2021-06-23 13:58:08,330.0,318.1,343.3,353.15,0.0,0.0,1,27,7.9916992291259765,True,REGULAR,USD
9,TSLA210625C00340000,2021-06-24 16:00:33,340.0,354.05,333.3,343.15,70.44998,24.841318,3,39,7.70019568725586,True,REGULAR,USD
10,TSLA210625C00350000,2021-06-24 19:03:43,350.0,334.9,323.3,333.15,31.949982,10.5462885,48,58,7.416016354980468,True,REGULAR,USD
11,TSLA210625C00360000,2021-06-24 17:57:19,360.0,322.1,314.5,323.15,27.800018,9.44615,12,18,7.140626074218751,True,REGULAR,USD
12,TSLA210625C00370000,2021-06-23 15:32:02,370.0,312.1,303.9,313.8,31.200012,11.107161,3,29,7.123047971191407,True,REGULAR,USD
13,TSLA210625C00380000,2021-06-24 19:57:05,380.0,298.34,298.1,301.65,53.089996,21.647297,22,20,3.8281254296875,True,REGULAR,USD
14,TSLA210625C00390000,2021-06-22 13:58:52,390.0,292.2,283.3,292.2,63.450012,27.737709,1,59,5.958986926269531,True,REGULAR,USD
15,TSLA210625C00400000,2021-06-24 19:04:16,400.0,277.29,273.3,282.9,27.390015,10.96039,8,39,6.011721235351562,True,REGULAR,USD
16,TSLA210625C00410000,2021-06-24 19:04:16,410.0,274.45,263.9,273.8,29.750015,12.157751,3,31,6.083010208740234,True,REGULAR,USD
17,TSLA210625C00420000,2021-06-24 18:35:29,420.0,268.25,253.3,262.9,37.0,16.0,1,45,5.535647611694334,True,REGULAR,USD
18,TSLA210625C00430000,2021-06-24 16:00:33,430.0,264.05,243.4,253.3,74.79999,39.524433,6,27,5.439944606323241,True,REGULAR,USD
