,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
31,AAPL210702C00128000,2021-07-01 19:58:45,128.0,9.3,9.25,9.35,0.10000038,1.0869608,664,2458,0.64062859375,True,REGULAR,USD
32,AAPL210702C00129000,2021-07-01 19:48:07,129.0,8.13,8.25,8.35,0.07999992,0.9937879,618,2170,0.57812921875,True,REGULAR,USD
33,AAPL210702C00130000,2021-07-01 19:58:01,130.0,7.25,7.25,7.35,0.23999977,3.423677,1259,15175,0.51562984375,True,REGULAR,USD
34,AAPL210702C00131000,2021-07-01 19:59:06,131.0,6.25,6.25,6.35,0.07999992,1.2965952,472,12046,0.5429733203125001,True,REGULAR,USD
35,AAPL210702C00132000,2021-07-01 19:59:21,132.0,5.25,5.25,5.35,0.25,5.0,2894,10348,0.4726615234375,True,REGULAR,USD
36,AAPL210702C00133000,2021-07-01 19:59:42,133.0,4.3,4.25,4.35,0.2800002,6.96518,2086,9753,0.398443515625,True,REGULAR,USD
37,AAPL210702C00134000,2021-07-01 19:58:44,134.0,3.35,3.25,3.35,0.3499999,11.666664,4275,12959,0.3242255078124999,True,REGULAR,USD
38,AAPL210702C00135000,2021-07-01 19:59:58,135.0,2.35,2.29,2.37,0.23000002,10.849058,16298,32099,0.260749580078125,True,REGULAR,USD
39,AAPL210702C00136000,2021-07-01 19:59:55,136.0,1.41,1.36,1.43,0.07999992,6.015032,49884,26963,0.20703917968749996,True,REGULAR,USD
40,AAPL210702C00137000,2021-07-01 19:59:57,137.0,0.63,0.62,0.65,-0.09000003,-12.500005,106515,42456,0.1757894921875,True,REGULAR,USD
41,AAPL210702C00138000,2021-07-01 19:59:59,138.0,0.21,0.2,0.21,-0.13000001,-38.2353,61303,32917,0.17090672851562502,False,REGULAR,USD
42,AAPL210702C00139000,2021-07-01 19:59:53,139.0,0.05,0.05,0.06,-0.09,-64.28572,40412,25075,0.18360191406249998,False,REGULAR,USD
43,AAPL210702C00140000,2021-07-01 19:59:54,140.0,0.02,0.01,0.02,-0.04,-66.66667,33615,57833,0.20703917968749996,False,REGULAR,USD
44,AAPL210702C00141000,2021-07-01 19:59:43,141.0,0.01,0.01,0.02,-0.02,-66.66667,4049,23518,0.26563234375,False,REGULAR,USD
45,AAPL210702C00142000,2021-07-01 18:33:02,142.0,0.01,0.0,0.01,-0.01,-50.0,852,4402,0.2890696093749999,False,REGULAR,USD
46,AAPL210702C00143000,2021-07-01 19:20:20,143.0,0.01,0.0,0.01,-0.01,-50.0,171,3261,0.3437565625,False,REGULAR,USD
47,AAPL210702C00144000,2021-07-01 18:19:01,144.0,0.01,0.0,0.01,0.0,0.0,179,9584,0.39063109375,False,REGULAR,USD
48,AAPL210702C00145000,2021-07-01 19:16:53,145.0,0.01,0.0,0.01,0.0,0.0,5,4192,0.445318046875,False,REGULAR,USD
49,AAPL210702C00146000,2021-06-29 17:44:13,146.0,0.01,0.0,0.01,0.0,0.0,6,2965,0.49219257812500006,False,REGULAR,USD
50,AAPL210702C00147000,2021-06-29 19:35:19,147.0,0.01,0.0,0.01,0.0,0.0,3,591,0.500005,False,REGULAR,USD
51,AAPL210702C00148000,2021-06-29 13:33:57,148.0,0.01,0.0,0.01,0.0,0.0,2000,2914,0.5312546875,False,REGULAR,USD
52,AAPL210702C00149000,2021-06-28 18:23:59,149.0,0.01,0.0,0.01,0.0,0.0,1,1470,0.5937540625000001,False,REGULAR,USD
53,AAPL210702C00150000,2021-07-01 18:05:40,150.0,0.01,0.0,0.01,0.0,0.0,2,3377,0.6250037500000001,False,REGULAR,USD
54,AAPL210702C00155000,2021-06-30 14:14:31,155.0,0.01,0.0,0.01,0.0,0.0,1,484,0.8437515624999999,False,REGULAR,USD
